WorkPosition,Country,Question,Option
Sales Representative,Malta,Question 2,option b
Sales Representative,Malta,Question 3,option c
Sales Representative,Malta,Question 4,option b
Sales Representative,Malta,Question 5,option b
Sales Representative,Malta,Question 6,option b
Sales Representative,Malta,Question 7,option a
Sales Representative,Malta,Question 8,option c
Sales Representative,Malta,Question 9,option a
Sales Representative,Malta,Question 10,option c
Sales Representative,Malta,Question 11,option b
Sales Representative,Malta,Question 12,option a
Sales Representative,United Kingdom,Question 1,option a
Sales Representative,United Kingdom,Question 2,option b
Sales Representative,United Kingdom,Question 3,option c
Sales Representative,United Kingdom,Question 4,option b
Sales Representative,United Kingdom,Question 5,option b
Sales Representative,United Kingdom,Question 6,option b
Sales Representative,United Kingdom,Question 7,option a
Sales Representative,United Kingdom,Question 8,option c
Sales Representative,United Kingdom,Question 9,option b
Sales Representative,United Kingdom,Question 10,option c
Sales Representative,United Kingdom,Question 11,option b
Sales Representative,United Kingdom,Question 12,option a
Human Resources,Macedonia,Question 1,option a
Human Resources,Macedonia,Question 2,option b
Human Resources,Macedonia,Question 3,option c
Human Resources,Macedonia,Question 4,option b
Human Resources,Macedonia,Question 5,option b
Human Resources,Macedonia,Question 6,option b
Human Resources,Macedonia,Question 7,option a
Human Resources,Macedonia,Question 8,option c
Human Resources,Macedonia,Question 9,option a
Human Resources,Macedonia,Question 10,option c
Human Resources,Macedonia,Question 11,option b
Human Resources,Macedonia,Question 12,option a
Human Resources,Canada,Question 1,option a
Human Resources,Canada,Question 2,option b
Human Resources,Canada,Question 3,option c
Human Resources,Canada,Question 4,option b
Human Resources,Canada,Question 5,option b
Human Resources,Canada,Question 6,option b
Human Resources,Canada,Question 7,option a
Human Resources,Canada,Question 8,option c
Human Resources,Canada,Question 9,option a
Human Resources,Canada,Question 10,option c
Human Resources,Canada,Question 11,option b
Human Resources,Canada,Question 12,option a
Human Resources,Spain,Question 1,option a
Human Resources,Spain,Question 2,option b
Human Resources,Spain,Question 3,option c
Human Resources,Spain,Question 4,option b
Human Resources,Spain,Question 5,option b
Human Resources,Spain,Question 6,option a
Human Resources,Spain,Question 7,option a
Human Resources,Spain,Question 8,option c
Human Resources,Spain,Question 9,option a
Human Resources,Spain,Question 10,option c
Human Resources,Spain,Question 11,option b
Human Resources,Spain,Question 12,option a
Human Resources,Argentina,Question 1,option a
Human Resources,Argentina,Question 2,option b
Human Resources,Argentina,Question 3,option c
Human Resources,Argentina,Question 4,option b
Human Resources,Argentina,Question 5,option b
Human Resources,Argentina,Question 6,option b
Human Resources,Argentina,Question 7,option a
Human Resources,Argentina,Question 8,option c
Human Resources,Argentina,Question 9,option a
Human Resources,Argentina,Question 10,option c
Human Resources,Argentina,Question 11,option b
Human Resources,Argentina,Question 12,option a
Human Resources,Germany,Question 1,option a
Human Resources,Germany,Question 2,option b
Human Resources,Germany,Question 3,option c
Human Resources,Germany,Question 4,option b
Human Resources,Germany,Question 5,option b
Human Resources,Germany,Question 6,option a
Human Resources,Germany,Question 7,option a
Human Resources,Germany,Question 8,option c
Human Resources,Germany,Question 9,option a
Human Resources,Germany,Question 10,option c
Human Resources,Germany,Question 11,option b
Human Resources,Germany,Question 12,option a
Human Resources,Malta,Question 1,option a
Human Resources,Malta,Question 2,option b
Human Resources,Malta,Question 3,option c
Human Resources,Malta,Question 4,option b
Human Resources,Malta,Question 5,option b
Human Resources,Malta,Question 6,option b
Human Resources,Malta,Question 7,option a
Human Resources,Malta,Question 8,option c
Human Resources,Malta,Question 9,option a
Human Resources,Malta,Question 10,option c
Human Resources,Malta,Question 11,option b
Human Resources,Malta,Question 12,option a
Human Resources,United Kingdom,Question 1,option a
Human Resources,United Kingdom,Question 2,option b
Human Resources,United Kingdom,Question 3,option c
Human Resources,United Kingdom,Question 4,option b
Human Resources,United Kingdom,Question 5,option b
Human Resources,United Kingdom,Question 6,option a
Human Resources,United Kingdom,Question 7,option a
Human Resources,United Kingdom,Question 8,option c
Human Resources,United Kingdom,Question 9,option a
Human Resources,United Kingdom,Question 10,option c
Human Resources,United Kingdom,Question 11,option b
Human Resources,United Kingdom,Question 12,option a
Business Analyst,Macedonia,Question 1,option a
Business Analyst,Macedonia,Question 2,option b
Business Analyst,Macedonia,Question 3,option c
Business Analyst,Macedonia,Question 4,option b
Business Analyst,Macedonia,Question 5,option b
Business Analyst,Macedonia,Question 6,option b
Business Analyst,Macedonia,Question 7,option a
Business Analyst,Macedonia,Question 8,option c
Business Analyst,Macedonia,Question 9,option a
Business Analyst,Macedonia,Question 10,option c
Business Analyst,Macedonia,Question 11,option b
Business Analyst,Macedonia,Question 12,option a
Business Analyst,Canada,Question 1,option a
Business Analyst,Canada,Question 2,option b
Business Analyst,Canada,Question 3,option c
Business Analyst,Canada,Question 4,option b
Business Analyst,Canada,Question 5,option b
Business Analyst,Canada,Question 6,option b
Business Analyst,Canada,Question 7,option a
Business Analyst,Canada,Question 8,option c
Business Analyst,Canada,Question 9,option b
Business Analyst,Canada,Question 10,option c
Business Analyst,Canada,Question 11,option b
Business Analyst,Canada,Question 12,option a
Business Analyst,Spain,Question 1,option a
Business Analyst,Spain,Question 2,option b
Business Analyst,Spain,Question 3,option c
Business Analyst,Spain,Question 4,option b
Business Analyst,Spain,Question 5,option b
Business Analyst,Spain,Question 6,option b
Business Analyst,Spain,Question 7,option a
Business Analyst,Spain,Question 8,option c
Business Analyst,Spain,Question 9,option a
Business Analyst,Spain,Question 10,option c
Business Analyst,Spain,Question 11,option b
Business Analyst,Spain,Question 12,option a
Business Analyst,Argentina,Question 1,option a
Business Analyst,Argentina,Question 2,option b
Business Analyst,Argentina,Question 3,option c
Business Analyst,Argentina,Question 4,option b
Business Analyst,Argentina,Question 5,option b
Business Analyst,Argentina,Question 6,option b
Business Analyst,Argentina,Question 7,option a
Business Analyst,Argentina,Question 8,option c
Business Analyst,Argentina,Question 9,option a
Business Analyst,Argentina,Question 10,option c
Business Analyst,Argentina,Question 11,option b
Business Analyst,Argentina,Question 12,option a
Business Analyst,Germany,Question 1,option a
Business Analyst,Germany,Question 2,option b
Business Analyst,Germany,Question 3,option c
Business Analyst,Germany,Question 4,option b
Business Analyst,Germany,Question 5,option b
Business Analyst,Germany,Question 6,option a
Business Analyst,Germany,Question 7,option a
Business Analyst,Germany,Question 8,option c
Business Analyst,Germany,Question 9,option a
Business Analyst,Germany,Question 10,option c
Business Analyst,Germany,Question 11,option b
Business Analyst,Germany,Question 12,option a
Business Analyst,Malta,Question 1,option a
Business Analyst,Malta,Question 2,option b
Business Analyst,Malta,Question 3,option c
Business Analyst,Malta,Question 4,option b
Business Analyst,Malta,Question 5,option b
Business Analyst,Malta,Question 6,option b
Business Analyst,Malta,Question 7,option a
Business Analyst,Malta,Question 8,option c
Business Analyst,Malta,Question 9,option a
Business Analyst,Malta,Question 10,option c
Business Analyst,Malta,Question 11,option b
Business Analyst,Malta,Question 12,option a
Business Analyst,United Kingdom,Question 1,option a
Business Analyst,United Kingdom,Question 2,option b
Business Analyst,United Kingdom,Question 3,option c
Business Analyst,United Kingdom,Question 4,option b
Business Analyst,United Kingdom,Question 5,option b
Business Analyst,United Kingdom,Question 6,option b
Business Analyst,United Kingdom,Question 7,option a
Business Analyst,United Kingdom,Question 8,option c
Business Analyst,United Kingdom,Question 9,option a
Business Analyst,United Kingdom,Question 10,option c
Business Analyst,United Kingdom,Question 11,option b
Business Analyst,United Kingdom,Question 12,option a
Full Stack Software Engineer,Spain,Question 1,option a
Full Stack Software Engineer,Spain,Question 2,option b
Full Stack Software Engineer,Spain,Question 3,option c
Full Stack Software Engineer,Spain,Question 4,option b
Full Stack Software Engineer,Spain,Question 5,option b
Full Stack Software Engineer,Spain,Question 6,option a
Full Stack Software Engineer,Spain,Question 7,option a
Full Stack Software Engineer,Spain,Question 8,option c
Full Stack Software Engineer,Spain,Question 9,option a
Full Stack Software Engineer,Spain,Question 10,option c
Full Stack Software Engineer,Spain,Question 11,option b
Full Stack Software Engineer,Spain,Question 12,option a
