WorkPosition,Country,Question,Option
Full Stack Software Engineer,Argentina,Question 13,option e
Full Stack Software Engineer,Argentina,Question 14,option e
Full Stack Software Engineer,Argentina,Question 15,option e
Full Stack Software Engineer,Argentina,Question 16,option e
Full Stack Software Engineer,Argentina,Question 17,option e
Full Stack Software Engineer,Argentina,Question 18,option e
Full Stack Software Engineer,Germany,Question 1,option e
Full Stack Software Engineer,Germany,Question 2,option e
Full Stack Software Engineer,Germany,Question 3,option e
Full Stack Software Engineer,Germany,Question 4,option d
Full Stack Software Engineer,Germany,Question 5,option e
Full Stack Software Engineer,Germany,Question 6,option e
Full Stack Software Engineer,Germany,Question 7,option e
Full Stack Software Engineer,Germany,Question 8,option e
Full Stack Software Engineer,Germany,Question 9,option e
Full Stack Software Engineer,Germany,Question 10,option d
Full Stack Software Engineer,Germany,Question 11,option e
Full Stack Software Engineer,Germany,Question 12,option e
Full Stack Software Engineer,Germany,Question 13,option d
Full Stack Software Engineer,Germany,Question 14,option e
Full Stack Software Engineer,Germany,Question 15,option e
Full Stack Software Engineer,Germany,Question 16,option d
Full Stack Software Engineer,Germany,Question 17,option e
Full Stack Software Engineer,Germany,Question 18,option d
Full Stack Software Engineer,Malta,Question 1,option e
Full Stack Software Engineer,Malta,Question 2,option e
Full Stack Software Engineer,Malta,Question 3,option e
Full Stack Software Engineer,Malta,Question 4,option d
Full Stack Software Engineer,Malta,Question 5,option e
Full Stack Software Engineer,Malta,Question 6,option e
Full Stack Software Engineer,Malta,Question 7,option e
Full Stack Software Engineer,Malta,Question 8,option e
Full Stack Software Engineer,Malta,Question 9,option e
Full Stack Software Engineer,Malta,Question 10,option d
Full Stack Software Engineer,Malta,Question 11,option e
Full Stack Software Engineer,Malta,Question 12,option e
Full Stack Software Engineer,Malta,Question 13,option d
Full Stack Software Engineer,Malta,Question 14,option e
Full Stack Software Engineer,Malta,Question 15,option e
Full Stack Software Engineer,Malta,Question 16,option d
Full Stack Software Engineer,Malta,Question 17,option e
Full Stack Software Engineer,Malta,Question 18,option d
Full Stack Software Engineer,United Kingdom,Question 1,option e
Full Stack Software Engineer,United Kingdom,Question 2,option e
Full Stack Software Engineer,United Kingdom,Question 3,option e
Full Stack Software Engineer,United Kingdom,Question 4,option e
Full Stack Software Engineer,United Kingdom,Question 5,option e
Full Stack Software Engineer,United Kingdom,Question 6,option e
Full Stack Software Engineer,United Kingdom,Question 7,option e
Full Stack Software Engineer,United Kingdom,Question 8,option e
Full Stack Software Engineer,United Kingdom,Question 9,option e
Full Stack Software Engineer,United Kingdom,Question 10,option e
Full Stack Software Engineer,United Kingdom,Question 11,option e
Full Stack Software Engineer,United Kingdom,Question 12,option e
Full Stack Software Engineer,United Kingdom,Question 13,option e
Full Stack Software Engineer,United Kingdom,Question 14,option e
Full Stack Software Engineer,United Kingdom,Question 15,option e
Full Stack Software Engineer,United Kingdom,Question 16,option e
Full Stack Software Engineer,United Kingdom,Question 17,option e
Full Stack Software Engineer,United Kingdom,Question 18,option e
System Administrator,Macedonia,Question 1,option e
System Administrator,Macedonia,Question 2,option d
System Administrator,Macedonia,Question 3,option e
System Administrator,Macedonia,Question 4,option d
System Administrator,Macedonia,Question 5,option e
System Administrator,Macedonia,Question 6,option e
System Administrator,Macedonia,Question 7,option d
System Administrator,Macedonia,Question 8,option e
System Administrator,Macedonia,Question 9,option e
System Administrator,Macedonia,Question 10,option d
System Administrator,Macedonia,Question 11,option e
System Administrator,Macedonia,Question 12,option e
System Administrator,Macedonia,Question 13,option d
System Administrator,Macedonia,Question 14,option e
System Administrator,Macedonia,Question 15,option e
System Administrator,Macedonia,Question 16,option d
System Administrator,Macedonia,Question 17,option e
System Administrator,Macedonia,Question 18,option d
System Administrator,Canada,Question 1,option e
System Administrator,Canada,Question 2,option d
System Administrator,Canada,Question 3,option e
System Administrator,Canada,Question 4,option d
System Administrator,Canada,Question 5,option e
System Administrator,Canada,Question 6,option e
System Administrator,Canada,Question 7,option d
System Administrator,Canada,Question 8,option e
System Administrator,Canada,Question 9,option e
System Administrator,Canada,Question 10,option d
System Administrator,Canada,Question 11,option e
System Administrator,Canada,Question 12,option e
System Administrator,Canada,Question 13,option d
System Administrator,Canada,Question 14,option e
System Administrator,Canada,Question 15,option e
System Administrator,Canada,Question 16,option d
System Administrator,Canada,Question 17,option e
System Administrator,Canada,Question 18,option d
System Administrator,Spain,Question 1,option e
System Administrator,Spain,Question 2,option d
System Administrator,Spain,Question 3,option e
System Administrator,Spain,Question 4,option d
System Administrator,Spain,Question 5,option e
System Administrator,Spain,Question 6,option e
System Administrator,Spain,Question 7,option d
System Administrator,Spain,Question 8,option e
System Administrator,Spain,Question 9,option e
System Administrator,Spain,Question 10,option d
System Administrator,Spain,Question 11,option e
System Administrator,Spain,Question 12,option e
System Administrator,Spain,Question 13,option d
System Administrator,Spain,Question 14,option e
System Administrator,Spain,Question 15,option e
System Administrator,Spain,Question 16,option d
System Administrator,Spain,Question 17,option e
System Administrator,Spain,Question 18,option d
System Administrator,Argentina,Question 1,option e
System Administrator,Argentina,Question 2,option d
System Administrator,Argentina,Question 3,option e
System Administrator,Argentina,Question 4,option d
System Administrator,Argentina,Question 5,option e
System Administrator,Argentina,Question 6,option e
System Administrator,Argentina,Question 7,option d
System Administrator,Argentina,Question 8,option e
System Administrator,Argentina,Question 9,option e
System Administrator,Argentina,Question 10,option d
System Administrator,Argentina,Question 11,option e
System Administrator,Argentina,Question 12,option e
System Administrator,Argentina,Question 13,option d
System Administrator,Argentina,Question 14,option e
System Administrator,Argentina,Question 15,option e
System Administrator,Argentina,Question 16,option d
System Administrator,Argentina,Question 17,option e
System Administrator,Argentina,Question 18,option d
System Administrator,Germany,Question 1,option e
System Administrator,Germany,Question 2,option d
System Administrator,Germany,Question 3,option e
System Administrator,Germany,Question 4,option d
System Administrator,Germany,Question 5,option e
System Administrator,Germany,Question 6,option e
System Administrator,Germany,Question 7,option d
System Administrator,Germany,Question 8,option e
System Administrator,Germany,Question 9,option e
System Administrator,Germany,Question 10,option d
System Administrator,Germany,Question 11,option e
System Administrator,Germany,Question 12,option e
System Administrator,Germany,Question 13,option d
System Administrator,Germany,Question 14,option e
System Administrator,Germany,Question 15,option e
System Administrator,Germany,Question 16,option d
System Administrator,Germany,Question 17,option e
System Administrator,Germany,Question 18,option d
System Administrator,Malta,Question 1,option d
System Administrator,Malta,Question 2,option d
System Administrator,Malta,Question 3,option e
System Administrator,Malta,Question 4,option d
System Administrator,Malta,Question 5,option e
System Administrator,Malta,Question 6,option e
System Administrator,Malta,Question 7,option d
System Administrator,Malta,Question 8,option e
System Administrator,Malta,Question 9,option e
System Administrator,Malta,Question 10,option d
System Administrator,Malta,Question 11,option e
System Administrator,Malta,Question 12,option e
System Administrator,Malta,Question 13,option d
System Administrator,Malta,Question 14,option e
System Administrator,Malta,Question 15,option e
System Administrator,Malta,Question 16,option d
System Administrator,Malta,Question 17,option e
System Administrator,Malta,Question 18,option d
System Administrator,United Kingdom,Question 1,option d
System Administrator,United Kingdom,Question 2,option d
System Administrator,United Kingdom,Question 3,option e
System Administrator,United Kingdom,Question 4,option d
System Administrator,United Kingdom,Question 5,option e
System Administrator,United Kingdom,Question 6,option e
System Administrator,United Kingdom,Question 7,option d
System Administrator,United Kingdom,Question 8,option e
System Administrator,United Kingdom,Question 9,option e
System Administrator,United Kingdom,Question 10,option d
System Administrator,United Kingdom,Question 11,option e
System Administrator,United Kingdom,Question 12,option e
System Administrator,United Kingdom,Question 13,option d
System Administrator,United Kingdom,Question 14,option e
System Administrator,United Kingdom,Question 15,option e
System Administrator,United Kingdom,Question 16,option d
System Administrator,United Kingdom,Question 17,option e
System Administrator,United Kingdom,Question 18,option d
Sales Representative,Macedonia,Question 1,option e
Sales Representative,Macedonia,Question 2,option d
Sales Representative,Macedonia,Question 3,option e
Sales Representative,Macedonia,Question 4,option d
Sales Representative,Macedonia,Question 5,option e
Sales Representative,Macedonia,Question 6,option e
Sales Representative,Macedonia,Question 7,option d
Sales Representative,Macedonia,Question 8,option e
Sales Representative,Macedonia,Question 9,option e
Sales Representative,Macedonia,Question 10,option d
Sales Representative,Macedonia,Question 11,option e
Sales Representative,Macedonia,Question 12,option e
Sales Representative,Macedonia,Question 13,option d
Sales Representative,Macedonia,Question 14,option e
Sales Representative,Macedonia,Question 15,option e
Sales Representative,Macedonia,Question 16,option d
Sales Representative,Macedonia,Question 17,option e
Sales Representative,Macedonia,Question 18,option d
Sales Representative,Canada,Question 1,option e
Sales Representative,Canada,Question 2,option d
Sales Representative,Canada,Question 3,option e
Sales Representative,Canada,Question 4,option d
Sales Representative,Canada,Question 5,option e
Sales Representative,Canada,Question 6,option e
Sales Representative,Canada,Question 7,option d
Sales Representative,Canada,Question 8,option e
Sales Representative,Canada,Question 9,option e
Sales Representative,Canada,Question 10,option d
Sales Representative,Canada,Question 11,option e
Sales Representative,Canada,Question 12,option e
Sales Representative,Canada,Question 13,option d
Sales Representative,Canada,Question 14,option e
Sales Representative,Canada,Question 15,option e
Sales Representative,Canada,Question 16,option d
Sales Representative,Canada,Question 17,option e
Sales Representative,Canada,Question 18,option d
Sales Representative,Spain,Question 1,option e
Sales Representative,Spain,Question 2,option d
Sales Representative,Spain,Question 3,option e
Sales Representative,Spain,Question 4,option d
Sales Representative,Spain,Question 5,option e
Sales Representative,Spain,Question 6,option e
Sales Representative,Spain,Question 7,option d
Sales Representative,Spain,Question 8,option e
Sales Representative,Spain,Question 9,option e
Sales Representative,Spain,Question 10,option d
Sales Representative,Spain,Question 11,option e
Sales Representative,Spain,Question 12,option e
Sales Representative,Spain,Question 13,option d
Sales Representative,Spain,Question 14,option e
Sales Representative,Spain,Question 15,option e
Sales Representative,Spain,Question 16,option d
Sales Representative,Spain,Question 17,option e
Sales Representative,Spain,Question 18,option d
Sales Representative,Argentina,Question 1,option e
Sales Representative,Argentina,Question 2,option d
Sales Representative,Argentina,Question 3,option e
Sales Representative,Argentina,Question 4,option d
Sales Representative,Argentina,Question 5,option e
Sales Representative,Argentina,Question 6,option e
Sales Representative,Argentina,Question 7,option d
Sales Representative,Argentina,Question 8,option e
Sales Representative,Argentina,Question 9,option e
Sales Representative,Argentina,Question 10,option d
Sales Representative,Argentina,Question 11,option e
Sales Representative,Argentina,Question 12,option e
Sales Representative,Argentina,Question 13,option d
Sales Representative,Argentina,Question 14,option e
Sales Representative,Argentina,Question 15,option e
Sales Representative,Argentina,Question 16,option d
Sales Representative,Argentina,Question 17,option e
Sales Representative,Argentina,Question 18,option d
Sales Representative,Germany,Question 1,option e
Sales Representative,Germany,Question 2,option d
Sales Representative,Germany,Question 3,option e
Sales Representative,Germany,Question 4,option d
Sales Representative,Germany,Question 5,option e
Sales Representative,Germany,Question 6,option e
Sales Representative,Germany,Question 7,option d
Sales Representative,Germany,Question 8,option e
Sales Representative,Germany,Question 9,option e
Sales Representative,Germany,Question 10,option d
Sales Representative,Germany,Question 11,option e
Sales Representative,Germany,Question 12,option e
Sales Representative,Germany,Question 13,option d
Sales Representative,Germany,Question 14,option e
Sales Representative,Germany,Question 15,option e
Sales Representative,Germany,Question 16,option d
Sales Representative,Germany,Question 17,option e
Sales Representative,Germany,Question 18,option d
Sales Representative,Malta,Question 1,option e
Sales Representative,Malta,Question 2,option d
Sales Representative,Malta,Question 3,option e
Sales Representative,Malta,Question 4,option d
Sales Representative,Malta,Question 5,option e
Sales Representative,Malta,Question 6,option e
Sales Representative,Malta,Question 7,option d
Sales Representative,Malta,Question 8,option e
Sales Representative,Malta,Question 9,option e
Sales Representative,Malta,Question 10,option d
Sales Representative,Malta,Question 11,option e
Sales Representative,Malta,Question 12,option e
Sales Representative,Malta,Question 13,option d
Sales Representative,Malta,Question 14,option e
Sales Representative,Malta,Question 15,option e
Sales Representative,Malta,Question 16,option d
Sales Representative,Malta,Question 17,option e
Sales Representative,Malta,Question 18,option d
Sales Representative,United Kingdom,Question 1,option e
Sales Representative,United Kingdom,Question 2,option d
Sales Representative,United Kingdom,Question 3,option e
Sales Representative,United Kingdom,Question 4,option d
Sales Representative,United Kingdom,Question 5,option e
Sales Representative,United Kingdom,Question 6,option e
Sales Representative,United Kingdom,Question 7,option d
Sales Representative,United Kingdom,Question 8,option e
Sales Representative,United Kingdom,Question 9,option e
Sales Representative,United Kingdom,Question 10,option d
Sales Representative,United Kingdom,Question 11,option e
Sales Representative,United Kingdom,Question 12,option e
Sales Representative,United Kingdom,Question 13,option d
Sales Representative,United Kingdom,Question 14,option e
Sales Representative,United Kingdom,Question 15,option e
Sales Representative,United Kingdom,Question 16,option d
Sales Representative,United Kingdom,Question 17,option e
Sales Representative,United Kingdom,Question 18,option d
Human Resources,Macedonia,Question 1,option e
Human Resources,Macedonia,Question 2,option d
Human Resources,Macedonia,Question 3,option e
Human Resources,Macedonia,Question 4,option d
Human Resources,Macedonia,Question 5,option e
Human Resources,Macedonia,Question 6,option e
Human Resources,Macedonia,Question 7,option d
Human Resources,Macedonia,Question 8,option e
Human Resources,Macedonia,Question 9,option e
Human Resources,Macedonia,Question 10,option d
Human Resources,Macedonia,Question 11,option e
Human Resources,Macedonia,Question 12,option e
Human Resources,Macedonia,Question 13,option d
Human Resources,Macedonia,Question 14,option e
Human Resources,Macedonia,Question 15,option e
Human Resources,Macedonia,Question 16,option d
Human Resources,Macedonia,Question 17,option e
Human Resources,Macedonia,Question 18,option d
Human Resources,Canada,Question 1,option e
Human Resources,Canada,Question 2,option d
Human Resources,Canada,Question 3,option e
Human Resources,Canada,Question 4,option d
Human Resources,Canada,Question 5,option e
Human Resources,Canada,Question 6,option e
Human Resources,Canada,Question 7,option d
Human Resources,Canada,Question 8,option e
Human Resources,Canada,Question 9,option e
Human Resources,Canada,Question 10,option d
Human Resources,Canada,Question 11,option e
Human Resources,Canada,Question 12,option e
Human Resources,Canada,Question 13,option d
Human Resources,Canada,Question 14,option e
Human Resources,Canada,Question 15,option e
Human Resources,Canada,Question 16,option d
Human Resources,Canada,Question 17,option e
Human Resources,Canada,Question 18,option d
Human Resources,Spain,Question 1,option e
Human Resources,Spain,Question 2,option d
Human Resources,Spain,Question 3,option e
Human Resources,Spain,Question 4,option d
Human Resources,Spain,Question 5,option e
Human Resources,Spain,Question 6,option e
Human Resources,Spain,Question 7,option d
Human Resources,Spain,Question 8,option e
Human Resources,Spain,Question 9,option e
Human Resources,Spain,Question 10,option d
Human Resources,Spain,Question 11,option e
Human Resources,Spain,Question 12,option e
Human Resources,Spain,Question 13,option d
Human Resources,Spain,Question 14,option e
Human Resources,Spain,Question 15,option e
Human Resources,Spain,Question 16,option d
Human Resources,Spain,Question 17,option e
Human Resources,Spain,Question 18,option d
Human Resources,Argentina,Question 1,option e
Human Resources,Argentina,Question 2,option e
Human Resources,Argentina,Question 3,option e
Human Resources,Argentina,Question 4,option d
Human Resources,Argentina,Question 5,option e
Human Resources,Argentina,Question 6,option e
Human Resources,Argentina,Question 7,option e
Human Resources,Argentina,Question 8,option e
Human Resources,Argentina,Question 9,option e
Human Resources,Argentina,Question 10,option d
Human Resources,Argentina,Question 11,option e
Human Resources,Argentina,Question 12,option e
Human Resources,Argentina,Question 13,option d
Human Resources,Argentina,Question 14,option e
Human Resources,Argentina,Question 15,option e
Human Resources,Argentina,Question 16,option d
Human Resources,Argentina,Question 17,option e
Human Resources,Argentina,Question 18,option d
Human Resources,Germany,Question 1,option e
Human Resources,Germany,Question 2,option d
Human Resources,Germany,Question 3,option e
Human Resources,Germany,Question 4,option d
Human Resources,Germany,Question 5,option e
Human Resources,Germany,Question 6,option e
Human Resources,Germany,Question 7,option d
Human Resources,Germany,Question 8,option e
Human Resources,Germany,Question 9,option e
Human Resources,Germany,Question 10,option d
Human Resources,Germany,Question 11,option e
Human Resources,Germany,Question 12,option e
Human Resources,Germany,Question 13,option d
Human Resources,Germany,Question 14,option e
Human Resources,Germany,Question 15,option e
Human Resources,Germany,Question 16,option d
Human Resources,Germany,Question 17,option e
Human Resources,Germany,Question 18,option d
Human Resources,Malta,Question 1,option d
Human Resources,Malta,Question 2,option d
Human Resources,Malta,Question 3,option e
Human Resources,Malta,Question 4,option d
Human Resources,Malta,Question 5,option e
Human Resources,Malta,Question 6,option e
Human Resources,Malta,Question 7,option d
Human Resources,Malta,Question 8,option e
Human Resources,Malta,Question 9,option e
Human Resources,Malta,Question 10,option d
Human Resources,Malta,Question 11,option e
Human Resources,Malta,Question 12,option e
Human Resources,Malta,Question 13,option d
Human Resources,Malta,Question 14,option e
Human Resources,Malta,Question 15,option e
Human Resources,Malta,Question 16,option d
Human Resources,Malta,Question 17,option e
Human Resources,Malta,Question 18,option d
Human Resources,United Kingdom,Question 1,option e
Human Resources,United Kingdom,Question 2,option d
Human Resources,United Kingdom,Question 3,option e
Human Resources,United Kingdom,Question 4,option d
Human Resources,United Kingdom,Question 5,option e
Human Resources,United Kingdom,Question 6,option e
Human Resources,United Kingdom,Question 7,option d
Human Resources,United Kingdom,Question 8,option e
Human Resources,United Kingdom,Question 9,option e
Human Resources,United Kingdom,Question 10,option d
Human Resources,United Kingdom,Question 11,option e
Human Resources,United Kingdom,Question 12,option e
Human Resources,United Kingdom,Question 13,option d
Human Resources,United Kingdom,Question 14,option e
Human Resources,United Kingdom,Question 15,option e
Human Resources,United Kingdom,Question 16,option d
Human Resources,United Kingdom,Question 17,option e
Human Resources,United Kingdom,Question 18,option d
Business Analyst,Macedonia,Question 1,option e
Business Analyst,Macedonia,Question 2,option d
Business Analyst,Macedonia,Question 3,option e
Business Analyst,Macedonia,Question 4,option d
Business Analyst,Macedonia,Question 5,option e
Business Analyst,Macedonia,Question 6,option e
Business Analyst,Macedonia,Question 7,option d
Business Analyst,Macedonia,Question 8,option e
Business Analyst,Macedonia,Question 9,option e
Business Analyst,Macedonia,Question 10,option d
Business Analyst,Macedonia,Question 11,option e
Business Analyst,Macedonia,Question 12,option e
Business Analyst,Macedonia,Question 13,option d
Business Analyst,Macedonia,Question 14,option e
Business Analyst,Macedonia,Question 15,option e
Business Analyst,Macedonia,Question 16,option d
Business Analyst,Macedonia,Question 17,option e
Business Analyst,Macedonia,Question 18,option d
Business Analyst,Canada,Question 1,option e
Business Analyst,Canada,Question 2,option e
Business Analyst,Canada,Question 3,option e
Business Analyst,Canada,Question 4,option d
Business Analyst,Canada,Question 5,option e
Business Analyst,Canada,Question 6,option e
Business Analyst,Canada,Question 7,option e
Business Analyst,Canada,Question 8,option e
Business Analyst,Canada,Question 9,option e
Business Analyst,Canada,Question 10,option d
Business Analyst,Canada,Question 11,option e
Business Analyst,Canada,Question 12,option e
Business Analyst,Canada,Question 13,option d
Business Analyst,Canada,Question 14,option e
Business Analyst,Canada,Question 15,option e
Business Analyst,Canada,Question 16,option d
Business Analyst,Canada,Question 17,option e
Business Analyst,Canada,Question 18,option d
Business Analyst,Spain,Question 1,option e
Business Analyst,Spain,Question 2,option e
Business Analyst,Spain,Question 3,option e
Business Analyst,Spain,Question 4,option d
Business Analyst,Spain,Question 5,option e
Business Analyst,Spain,Question 6,option e
Business Analyst,Spain,Question 7,option e
Business Analyst,Spain,Question 8,option e
Business Analyst,Spain,Question 9,option e
Business Analyst,Spain,Question 10,option d
Business Analyst,Spain,Question 11,option e
Business Analyst,Spain,Question 12,option e
Business Analyst,Spain,Question 13,option d
Business Analyst,Spain,Question 14,option e
Business Analyst,Spain,Question 15,option e
Business Analyst,Spain,Question 16,option d
Business Analyst,Spain,Question 17,option e
Business Analyst,Spain,Question 18,option d
Business Analyst,Argentina,Question 1,option e
Business Analyst,Argentina,Question 2,option d
Business Analyst,Argentina,Question 3,option e
Business Analyst,Argentina,Question 4,option d
Business Analyst,Argentina,Question 5,option e
Business Analyst,Argentina,Question 6,option e
Business Analyst,Argentina,Question 7,option d
