WorkPosition,Country,Question,Option
Software Engineer,Germany,"Question 2,",option b
Software Engineer,Germany,"Question 3,",option c
Software Engineer,Germany,"Question 4,",option b
Software Engineer,Germany,"Question 5,",option b
Software Engineer,Germany,"Question 6,",option a
Software Engineer,Germany,"Question 7,",option a
Software Engineer,Germany,"Question 8,",option c
Software Engineer,Germany,"Question 9,",option c
Software Engineer,Germany,"Question 10,",option c
Software Engineer,Germany,"Question 11,",option b
Software Engineer,Germany,"Question 12,",option a
Software Engineer,Malta,"Question 1,",option a
Software Engineer,Malta,"Question 2,",option b
Software Engineer,Malta,"Question 3,",option c
Software Engineer,Malta,"Question 4,",option c
Software Engineer,Malta,"Question 5,",option b
Software Engineer,Malta,"Question 6,",option b
Software Engineer,Malta,"Question 7,",option a
Software Engineer,Malta,"Question 8,",option c
Software Engineer,Malta,"Question 9,",option b
Software Engineer,Malta,"Question 10,",option c
Software Engineer,Malta,"Question 11,",option b
Software Engineer,Malta,"Question 12,",option a
Software Engineer,United Kingdom,"Question 1,",option a
Software Engineer,United Kingdom,"Question 2,",option b
Software Engineer,United Kingdom,"Question 3,",option c
Software Engineer,United Kingdom,"Question 4,",option b
Software Engineer,United Kingdom,"Question 5,",option b
Software Engineer,United Kingdom,"Question 6,",option b
Software Engineer,United Kingdom,"Question 7,",option a
Software Engineer,United Kingdom,"Question 8,",option c
Software Engineer,United Kingdom,"Question 9,",option b
Software Engineer,United Kingdom,"Question 10,",option c
Software Engineer,United Kingdom,"Question 11,",option b
Software Engineer,United Kingdom,"Question 12,",option a
System Administrator,Macedonia,"Question 1,",option c
System Administrator,Macedonia,"Question 2,",option b
System Administrator,Macedonia,"Question 3,",option c
System Administrator,Macedonia,"Question 4,",option b
System Administrator,Macedonia,"Question 5,",option b
System Administrator,Macedonia,"Question 6,",option b
System Administrator,Macedonia,"Question 7,",option a
System Administrator,Macedonia,"Question 8,",option c
System Administrator,Macedonia,"Question 9,",option a
System Administrator,Macedonia,"Question 10,",option c
System Administrator,Macedonia,"Question 11,",option b
System Administrator,Macedonia,"Question 12,",option b
System Administrator,Canada,"Question 1,",option a
System Administrator,Canada,"Question 2,",option b
System Administrator,Canada,"Question 3,",option b
System Administrator,Canada,"Question 4,",option b
System Administrator,Canada,"Question 5,",option b
System Administrator,Canada,"Question 6,",option b
System Administrator,Canada,"Question 7,",option a
System Administrator,Canada,"Question 8,",option c
System Administrator,Canada,"Question 9,",option a
System Administrator,Canada,"Question 10,",option c
System Administrator,Canada,"Question 11,",option b
System Administrator,Canada,"Question 12,",option a
System Administrator,Spain,"Question 1,",option c
System Administrator,Spain,"Question 2,",option b
System Administrator,Spain,"Question 3,",option b
System Administrator,Spain,"Question 4,",option b
System Administrator,Spain,"Question 5,",option b
System Administrator,Spain,"Question 6,",option b
System Administrator,Spain,"Question 7,",option a
System Administrator,Spain,"Question 8,",option c
System Administrator,Spain,"Question 9,",option a
System Administrator,Spain,"Question 10,",option c
System Administrator,Spain,"Question 11,",option b
System Administrator,Spain,"Question 12,",option a
System Administrator,Argentina,"Question 1,",option b
System Administrator,Argentina,"Question 2,",option b
System Administrator,Argentina,"Question 3,",option a
System Administrator,Argentina,"Question 4,",option c
System Administrator,Argentina,"Question 5,",option b
System Administrator,Argentina,"Question 6,",option a
System Administrator,Argentina,"Question 7,",option a
System Administrator,Argentina,"Question 8,",option b
System Administrator,Argentina,"Question 9,",option a
System Administrator,Argentina,"Question 10,",option c
System Administrator,Argentina,"Question 11,",option b
System Administrator,Argentina,"Question 12,",option a
System Administrator,Germany,"Question 1,",option a
System Administrator,Germany,"Question 2,",option b
System Administrator,Germany,"Question 3,",option c
System Administrator,Germany,"Question 4,",option a
System Administrator,Germany,"Question 5,",option b
System Administrator,Germany,"Question 6,",option a
System Administrator,Germany,"Question 7,",option a
System Administrator,Germany,"Question 8,",option c
System Administrator,Germany,"Question 9,",option a
System Administrator,Germany,"Question 10,",option c
System Administrator,Germany,"Question 11,",option b
System Administrator,Germany,"Question 12,",option a
System Administrator,Malta,"Question 1,",option c
System Administrator,Malta,"Question 2,",option b
System Administrator,Malta,"Question 3,",option b
System Administrator,Malta,"Question 4,",option a
System Administrator,Malta,"Question 5,",option b
System Administrator,Malta,"Question 6,",option a
System Administrator,Malta,"Question 7,",option a
System Administrator,Malta,"Question 8,",option c
System Administrator,Malta,"Question 9,",option a
System Administrator,Malta,"Question 10,",option c
System Administrator,Malta,"Question 11,",option b
System Administrator,Malta,"Question 12,",option a
System Administrator,United Kingdom,"Question 1,",option a
System Administrator,United Kingdom,"Question 2,",option b
System Administrator,United Kingdom,"Question 3,",option c
System Administrator,United Kingdom,"Question 4,",option a
System Administrator,United Kingdom,"Question 5,",option b
System Administrator,United Kingdom,"Question 6,",option a
System Administrator,United Kingdom,"Question 7,",option a
System Administrator,United Kingdom,"Question 8,",option c
System Administrator,United Kingdom,"Question 9,",option a
System Administrator,United Kingdom,"Question 10,",option c
System Administrator,United Kingdom,"Question 11,",option b
System Administrator,United Kingdom,"Question 12,",option a
Sales Representative,Macedonia,"Question 1,",option a
Sales Representative,Macedonia,"Question 2,",option b
Sales Representative,Macedonia,"Question 3,",option c
Sales Representative,Macedonia,"Question 4,",option b
Sales Representative,Macedonia,"Question 5,",option b
Sales Representative,Macedonia,"Question 6,",option b
Sales Representative,Macedonia,"Question 7,",option a
Sales Representative,Macedonia,"Question 8,",option b
Sales Representative,Macedonia,"Question 9,",option a
Sales Representative,Macedonia,"Question 10,",option c
Sales Representative,Macedonia,"Question 11,",option b
Sales Representative,Macedonia,"Question 12,",option a
Sales Representative,Canada,"Question 1,",option c
Sales Representative,Canada,"Question 2,",option b
Sales Representative,Canada,"Question 3,",option b
Sales Representative,Canada,"Question 4,",option b
Sales Representative,Canada,"Question 5,",option b
Sales Representative,Canada,"Question 6,",option b
Sales Representative,Canada,"Question 7,",option a
Sales Representative,Canada,"Question 8,",option c
Sales Representative,Canada,"Question 9,",option a
Sales Representative,Canada,"Question 10,",option c
Sales Representative,Canada,"Question 11,",option b
Sales Representative,Canada,"Question 12,",option a
Sales Representative,Spain,"Question 1,",option b
Sales Representative,Spain,"Question 2,",option b
Sales Representative,Spain,"Question 3,",option b
Sales Representative,Spain,"Question 4,",option c
Sales Representative,Spain,"Question 5,",option b
Sales Representative,Spain,"Question 6,",option a
Sales Representative,Spain,"Question 7,",option a
Sales Representative,Spain,"Question 8,",option b
Sales Representative,Spain,"Question 9,",option a
Sales Representative,Spain,"Question 10,",option c
Sales Representative,Spain,"Question 11,",option b
Sales Representative,Spain,"Question 12,",option a
Sales Representative,Argentina,"Question 1,",option b
Sales Representative,Argentina,"Question 2,",option b
Sales Representative,Argentina,"Question 3,",option a
Sales Representative,Argentina,"Question 4,",option c
Sales Representative,Argentina,"Question 5,",option b
Sales Representative,Argentina,"Question 6,",option a
Sales Representative,Argentina,"Question 7,",option a
Sales Representative,Argentina,"Question 8,",option b
Sales Representative,Argentina,"Question 9,",option a
Sales Representative,Argentina,"Question 10,",option c
Sales Representative,Argentina,"Question 11,",option b
Sales Representative,Argentina,"Question 12,",option a
Sales Representative,Germany,"Question 1,",option a
Sales Representative,Germany,"Question 2,",option b
Sales Representative,Germany,"Question 3,",option c
Sales Representative,Germany,"Question 4,",option a
Sales Representative,Germany,"Question 5,",option b
Sales Representative,Germany,"Question 6,",option a
Sales Representative,Germany,"Question 7,",option a
Sales Representative,Germany,"Question 8,",option c
Sales Representative,Germany,"Question 9,",option a
Sales Representative,Germany,"Question 10,",option c
Sales Representative,Germany,"Question 11,",option b
Sales Representative,Germany,"Question 12,",option a
Sales Representative,Malta,"Question 1,",option c
Sales Representative,Malta,"Question 2,",option b
Sales Representative,Malta,"Question 3,",option b
Sales Representative,Malta,"Question 4,",option c
Sales Representative,Malta,"Question 5,",option b
Sales Representative,Malta,"Question 6,",option a
Sales Representative,Malta,"Question 7,",option a
Sales Representative,Malta,"Question 8,",option b
Sales Representative,Malta,"Question 9,",option a
Sales Representative,Malta,"Question 10,",option c
Sales Representative,Malta,"Question 11,",option b
Sales Representative,Malta,"Question 12,",option a
Sales Representative,United Kingdom,"Question 1,",option c
Sales Representative,United Kingdom,"Question 2,",option b
Sales Representative,United Kingdom,"Question 3,",option c
Sales Representative,United Kingdom,"Question 4,",option b
Sales Representative,United Kingdom,"Question 5,",option b
Sales Representative,United Kingdom,"Question 6,",option b
Sales Representative,United Kingdom,"Question 7,",option a
Sales Representative,United Kingdom,"Question 8,",option c
Sales Representative,United Kingdom,"Question 9,",option a
Sales Representative,United Kingdom,"Question 10,",option c
Sales Representative,United Kingdom,"Question 11,",option b
Sales Representative,United Kingdom,"Question 12,",option a
Human Resources Manager,Macedonia,"Question 1,",option c
Human Resources Manager,Macedonia,"Question 2,",option b
Human Resources Manager,Macedonia,"Question 3,",option b
Human Resources Manager,Macedonia,"Question 4,",option b
Human Resources Manager,Macedonia,"Question 5,",option b
Human Resources Manager,Macedonia,"Question 6,",option b
Human Resources Manager,Macedonia,"Question 7,",option a
Human Resources Manager,Macedonia,"Question 8,",option c
Human Resources Manager,Macedonia,"Question 9,",option a
Human Resources Manager,Macedonia,"Question 10,",option c
Human Resources Manager,Macedonia,"Question 11,",option b
Human Resources Manager,Macedonia,"Question 12,",option a
Human Resources Manager,Canada,"Question 1,",option a
Human Resources Manager,Canada,"Question 2,",option b
Human Resources Manager,Canada,"Question 3,",option b
Human Resources Manager,Canada,"Question 4,",option b
Human Resources Manager,Canada,"Question 5,",option b
Human Resources Manager,Canada,"Question 6,",option a
Human Resources Manager,Canada,"Question 7,",option a
Human Resources Manager,Canada,"Question 8,",option c
Human Resources Manager,Canada,"Question 9,",option a
Human Resources Manager,Canada,"Question 10,",option c
Human Resources Manager,Canada,"Question 11,",option b
Human Resources Manager,Canada,"Question 12,",option a
Human Resources,Spain,"Question 1,",option b
Human Resources,Spain,"Question 2,",option b
Human Resources,Spain,"Question 3,",option a
Human Resources,Spain,"Question 4,",option c
Human Resources,Spain,"Question 5,",option b
Human Resources,Spain,"Question 6,",option a
Human Resources,Spain,"Question 7,",option a
Human Resources,Spain,"Question 8,",option b
Human Resources,Spain,"Question 9,",option c
Human Resources,Spain,"Question 10,",option c
Human Resources,Spain,"Question 11,",option b
Human Resources,Spain,"Question 12,",option a
HR Manager,Argentina,"Question 1,",option b
HR Manager,Argentina,"Question 2,",option b
HR Manager,Argentina,"Question 3,",option b
HR Manager,Argentina,"Question 4,",option c
HR Manager,Argentina,"Question 5,",option b
HR Manager,Argentina,"Question 6,",option a
HR Manager,Argentina,"Question 7,",option a
HR Manager,Argentina,"Question 8,",option c
HR Manager,Argentina,"Question 9,",option a
HR Manager,Argentina,"Question 10,",option c
HR Manager,Argentina,"Question 11,",option b
HR Manager,Argentina,"Question 12,",option a
Human Resources Manager,Germany,"Question 1,",option a
Human Resources Manager,Germany,"Question 2,",option b
Human Resources Manager,Germany,"Question 3,",option c
Human Resources Manager,Germany,"Question 4,",option a
Human Resources Manager,Germany,"Question 5,",option b
Human Resources Manager,Germany,"Question 6,",option a
Human Resources Manager,Germany,"Question 7,",option a
Human Resources Manager,Germany,"Question 8,",option c
Human Resources Manager,Germany,"Question 9,",option a
Human Resources Manager,Germany,"Question 10,",option c
Human Resources Manager,Germany,"Question 11,",option b
Human Resources Manager,Germany,"Question 12,",option a
HR Manager,Malta,"Question 1,",option b
HR Manager,Malta,"Question 2,",option b
HR Manager,Malta,"Question 3,",option a
HR Manager,Malta,"Question 4,",option c
HR Manager,Malta,"Question 5,",option b
HR Manager,Malta,"Question 6,",option a
HR Manager,Malta,"Question 7,",option a
HR Manager,Malta,"Question 8,",option b
HR Manager,Malta,"Question 9,",option b
HR Manager,Malta,"Question 10,",option c
HR Manager,Malta,"Question 11,",option b
HR Manager,Malta,"Question 12,",option a
Human Resources Manager,United Kingdom,"Question 1,",option c
Human Resources Manager,United Kingdom,"Question 2,",option b
Human Resources Manager,United Kingdom,"Question 3,",option b
Human Resources Manager,United Kingdom,"Question 4,",option b
Human Resources Manager,United Kingdom,"Question 5,",option b
Human Resources Manager,United Kingdom,"Question 6,",option a
Human Resources Manager,United Kingdom,"Question 7,",option a
Human Resources Manager,United Kingdom,"Question 8,",option c
Human Resources Manager,United Kingdom,"Question 9,",option a
Human Resources Manager,United Kingdom,"Question 10,",option c
Human Resources Manager,United Kingdom,"Question 11,",option b
Human Resources Manager,United Kingdom,"Question 12,",option a
Business Analyst,Macedonia,"Question 1,",option a
Business Analyst,Macedonia,"Question 2,",option b
Business Analyst,Macedonia,"Question 3,",option c
Business Analyst,Macedonia,"Question 4,",option b
Business Analyst,Macedonia,"Question 5,",option b
Business Analyst,Macedonia,"Question 6,",option a
Business Analyst,Macedonia,"Question 7,",option a
Business Analyst,Macedonia,"Question 8,",option b
Business Analyst,Macedonia,"Question 9,",option a
Business Analyst,Macedonia,"Question 10,",option c
Business Analyst,Macedonia,"Question 11,",option b
Business Analyst,Macedonia,"Question 12,",option a
Business Analyst,Canada,"Question 1,",option a
Business Analyst,Canada,"Question 2,",option b
Business Analyst,Canada,"Question 3,",option c
Business Analyst,Canada,"Question 4,",option a
Business Analyst,Canada,"Question 5,",option b
Business Analyst,Canada,"Question 6,",option a
Business Analyst,Canada,"Question 7,",option a
Business Analyst,Canada,"Question 8,",option c
Business Analyst,Canada,"Question 9,",option a
Business Analyst,Canada,"Question 10,",option c
Business Analyst,Canada,"Question 11,",option b
Business Analyst,Canada,"Question 12,",option a
Business Analyst,Spain,"Question 1,",option b
Business Analyst,Spain,"Question 2,",option b
Business Analyst,Spain,"Question 3,",option b
Business Analyst,Spain,"Question 4,",option c
Business Analyst,Spain,"Question 5,",option b
Business Analyst,Spain,"Question 6,",option a
Business Analyst,Spain,"Question 7,",option a
Business Analyst,Spain,"Question 8,",option b
Business Analyst,Spain,"Question 9,",option a
Business Analyst,Spain,"Question 10,",option c
Business Analyst,Spain,"Question 11,",option b
Business Analyst,Spain,"Question 12,",option a
Business Analyst,Argentina,"Question 1,",option b
Business Analyst,Argentina,"Question 2,",option b
Business Analyst,Argentina,"Question 3,",option b
Business Analyst,Argentina,"Question 4,",option c
Business Analyst,Argentina,"Question 5,",option b
Business Analyst,Argentina,"Question 6,",option a
Business Analyst,Argentina,"Question 7,",option a
Business Analyst,Argentina,"Question 8,",option b
Business Analyst,Argentina,"Question 9,",option a
Business Analyst,Argentina,"Question 10,",option c
Business Analyst,Argentina,"Question 11,",option b
Business Analyst,Argentina,"Question 12,",option a
Business Analyst,Germany,"Question 1,",option a
Business Analyst,Germany,"Question 2,",option b
Business Analyst,Germany,"Question 3,",option b
Business Analyst,Germany,"Question 4,",option a
Business Analyst,Germany,"Question 5,",option b
Business Analyst,Germany,"Question 6,",option a
Business Analyst,Germany,"Question 7,",option a
Business Analyst,Germany,"Question 8,",option c
Business Analyst,Germany,"Question 9,",option c
Business Analyst,Germany,"Question 10,",option c
Business Analyst,Germany,"Question 11,",option b
Business Analyst,Germany,"Question 12,",option a
Business Analyst,Malta,"Question 1,",option a
Business Analyst,Malta,"Question 2,",option b
Business Analyst,Malta,"Question 3,",option b
Business Analyst,Malta,"Question 4,",option b
Business Analyst,Malta,"Question 5,",option b
Business Analyst,Malta,"Question 6,",option a
Business Analyst,Malta,"Question 7,",option a
Business Analyst,Malta,"Question 8,",option c
Business Analyst,Malta,"Question 9,",option a
Business Analyst,Malta,"Question 10,",option c
Business Analyst,Malta,"Question 11,",option b
Business Analyst,Malta,"Question 12,",option a
Business Analyst,United Kingdom,"Question 1,",option c
Business Analyst,United Kingdom,"Question 2,",option b
Business Analyst,United Kingdom,"Question 3,",option c
Business Analyst,United Kingdom,"Question 4,",option b
Business Analyst,United Kingdom,"Question 5,",option b
Business Analyst,United Kingdom,"Question 6,",option b
Business Analyst,United Kingdom,"Question 7,",option a
Business Analyst,United Kingdom,"Question 8,",option c
Business Analyst,United Kingdom,"Question 9,",option a
Business Analyst,United Kingdom,"Question 10,",option c
Business Analyst,United Kingdom,"Question 11,",option b
Business Analyst,United Kingdom,"Question 12,",option a
